objectid,hr_uid,province,engname,frename,casecount,deaths,recovered,tests,totalpop2019,pop0to4_2019,pop5to9_2019,pop10to14_2019,pop15to19_2019,pop20to24_2019,pop25to29_2019,pop30to34_2019,pop35to39_2019,pop40to44_2019,pop45to49_2019,pop50to54_2019,pop55to59_2019,pop60to64_2019,pop65to69_2019,pop70to74_2019,pop75to79_2019,pop80to84_2019,pop85older,averageage_2019,medianage_2019,shape_area,shape_length,last_updated,sourceurl,globalid,retrieved_at
89,3530,ON,Durham Regional Health Unit,Circonscription sanitaire régionale de Durham,757,74,278,,699641,36994,39978,41522,42912,46822,50191,46209,45215,45768,46823,49927,55349,44991,34959,28390,18675,12275,12641,40.1,40,5081237601.69531,418873.202244902,1587596880000,https://app.powerbi.com/view?r=eyJrIjoiNDZkYzgzN2YtNGM2Yi00ZTQ0LTkzOTUtY2IwOTlhNzlmMWE2IiwidCI6IjUyZDdjOWMyLWQ1NDktNDFiNi05YjFmLTlkYTE5OGRjM2YxNiJ9,4348fc3b-846a-4e85-9c7d-c73f4c31fac5,2020-04-23 07:15:56
90,1100,PE,Prince Edward Island,Île-du-Prince-Édouard,26,,24,2506,135849,6906,7549,7885,7613,8462,8431,7503,8245,7914,8963,9679,10377,9648,8517,7605,4737,3026,2789,42.3,43.4,12184001092.3594,1489017.30226207,1587577500000,https://www.princeedwardisland.ca/en/topic/covid-19,4f0cb76d-83bd-4c95-bb39-e96492a4428d,2020-04-23 07:15:56
91,2413,QC,Région de Laval,Région de Laval,2296,192,,,438320,22172,25698,25875,24326,26542,28997,26858,28964,29788,30091,32139,32480,27567,21445,18361,14333,10845,11838,41.4,41.6,506429670.835938,132079.366318222,1587577800000,https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/,754ba9ea-e336-49d2-9e3c-05057ffca587,2020-04-23 07:15:56
92,3533,ON,Grey Bruce Health Unit,Circonscription sanitaire de Grey Bruce,66,,22,,154672,7895,8045,7951,7910,8616,9099,8149,7945,7226,8179,10107,12682,12689,11592,9671,6914,5000,5002,44.9,47.8,16933285262.082,1097724.40152053,1587596940000,https://www.publichealthgreybruce.on.ca/Your-Health/Infectious-Diseases/Professional-Resources/COVID-19-Information-for-Health-Care-Providers,303bf841-c679-4841-9518-a488ca36123e,2020-04-23 07:15:56
93,3534,ON,Haldimand-Norfolk Health Unit,Circonscription sanitaire de Haldimand-Norfolk,167,28,35,853,113098,5553,5763,5756,6242,6905,6657,5999,5653,5486,6509,7861,9725,9266,8254,6625,4674,2994,3176,44.3,46.9,5530943550.05469,602559.191658342,1587597060000,https://hnhu.org/health-topic/coronavirus-covid-19/,1175640c-3d3e-43c1-8047-0e81ec3342bb,2020-04-23 07:15:56
94,3535,ON,"Haliburton, Kawartha, Pine Ridge District Health Unit","Circonscription sanitaire du district de Haliburton, Kawartha et Pine Ridge",137,33,98,,185663,7290,7736,8203,8740,9655,9665,8695,8294,8217,9997,13610,17241,16295,14978,13733,9868,6614,6832,47.8,52.3,19630862757.6992,1088418.10006615,1587597060000,https://www.hkpr.on.ca/,3a480893-f2a3-463a-83c5-f7dd4309b096,2020-04-23 07:15:56
95,3536,ON,Halton Regional Health Unit,Circonscription sanitaire régionale de Halton,447,16,188,6000,605475,32651,36750,40253,39827,37700,39573,39677,39563,42814,44590,42925,42233,34460,27347,24134,17120,11757,12101,39.7,39.6,1872397095.51172,209206.614586627,1587597180000,https://www.halton.ca/For-Residents/Immunizations-Preventable-Disease/Diseases-Infections/New-Coronavirus,50ec5ec2-1aa9-4789-976d-f9f28429ad0c,2020-04-23 07:15:56
96,592,BC,Interior Health,Interior Health,153,1,99,9460,710842,33544,31521,35409,36509,40498,40845,41247,41534,39111,42672,34199,46844,56522,56300,50362,42943,31058,23922,45.2,47.3,545978178382.641,5014623.57671006,1587601740000,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,99f756dc-33e8-40d2-907c-cbcd6945beba,2020-04-23 07:15:56
97,591,BC,Fraser Health,Fraser Health,747,26,383,24604,1839068,94907,94856,99429,105522,129828,124675,128682,134937,126096,125355,98396,125661,129487,115376,95432,78902,53407,37497,40.7,40.1,37098596894.4609,1259716.31357623,1587601800000,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,da55a627-468e-4e51-bf1d-6230d79610cd,2020-04-23 07:15:56
98,595,BC,Vancouver Coastal Health,Vancouver Coastal Health,745,60,489,19901,1193766,48017,48736,49048,55295,85774,100247,99583,93016,82485,83083,47926,81347,83493,76131,65335,52247,36138,27946,42.2,41,131684436970.953,7286761.65471827,1587601800000,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,2592c4cb-2ddc-432b-9772-a97fcd477984,2020-04-23 07:15:56
99,593,BC,Vancouver Island Health,Vancouver Island Health,110,3,76,9627,744984,32398,30975,33666,34803,41947,47215,47720,45977,41846,44575,32763,48978,57090,56978,53953,47475,32889,25439,45.5,47.1,135400181299.734,8600107.51885887,1587601800000,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,81a87189-eda3-4780-99fc-083838735ab9,2020-04-23 07:15:56
100,594,BC,Northern Health,Northern Health,40,0,32,2687,285660,17688,17688,17608,17450,19043,19323,18631,18689,18102,18685,17646,17917,20643,20090,15964,11949,7764,3862,39.5,39.1,2012326868174.72,19132482.1464584,1587601800000,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,9ea2170f-b4fe-437f-8c08-bf34fb31d7cd,2020-04-23 07:15:56
117,471,SK,Far North,Far North,18,0,2,551,39260,3858,3934,3791,3461,3349,3387,2842,2271,2050,1938,1937,1895,1581,1181,830,460,271,224,30.5,26.8,1006199062732.73,6839138.84457373,1587590640000,https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/cases-and-risk-of-covid-19-in-saskatchewan,9a3f8597-5907-42cf-bd2b-7bd5bbdacc71,2020-04-23 07:15:56
118,476,SK,South,South,15,0,14,2656,159369,9947,9785,9864,9642,9657,9708,9885,9922,9128,8695,9275,11934,11783,9350,7107,4834,3836,5017,41.2,40.7,255870624103.25,3232284.11730682,1587590640000,https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/cases-and-risk-of-covid-19-in-saskatchewan,00fa72b8-d611-4dc9-8ad3-41a892bbb1b0,2020-04-23 07:15:56
119,475,SK,Regina,Regina,71,1,57,6376,320509,20224,20211,19328,18252,20047,24610,26615,24932,21947,18843,18405,20955,19473,15351,11440,7775,5849,6252,38.7,37.2,66403933904.0313,2213399.68688505,1587590700000,https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/cases-and-risk-of-covid-19-in-saskatchewan,900feae9-fd87-4d89-b1b0-30a6e3717633,2020-04-23 07:15:56
120,473,SK,Central,Central,11,1,8,1736,106480,6562,6389,6548,6424,6073,5512,5744,6062,5734,5907,6440,8034,8133,6993,5254,3964,3007,3700,42.5,43.4,172646223141.078,3532572.77830976,1587590880000,https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/cases-and-risk-of-covid-19-in-saskatchewan,678148ee-9e9a-4c63-91bf-e6656f0d08aa,2020-04-23 07:15:56
121,474,SK,Saskatoon,Saskatoon,150,1,125,9971,394131,25414,24886,23112,22250,25713,33306,36433,31985,26593,23368,22170,24421,21997,17302,12649,8656,6533,7343,37.9,35.9,90370719717.9688,2104508.9752218,1587590880000,https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/cases-and-risk-of-covid-19-in-saskatchewan,792a291e-ef14-4bed-a1f7-cf087a737968,2020-04-23 07:15:56
122,472,SK,North,North,61,1,55,3916,201044,14924,14597,14101,13718,13534,12849,12181,12153,10964,11117,11406,13360,12675,10607,8121,5878,4212,4647,38.5,36.9,307069996761.547,3476522.44561306,1587590940000,https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/cases-and-risk-of-covid-19-in-saskatchewan,3cbe8f11-d555-494d-9100-b171a1766dab,2020-04-23 07:15:56
1,3537,ON,City of Hamilton Health Unit,Circonscription sanitaire de la cité de Hamilton,354,17,171,3017,576272,29112,29657,30046,31372,39353,44925,41624,38470,35351,35401,38522,42483,38399,30989,25528,17609,12640,14790,41.4,40.5,2166406493.71484,231804.445332187,1587597240000,https://www.hamilton.ca/coronavirus/status-cases,9217ed6b-3462-4814-8954-c6f9e2a98495,2020-04-22 21:15:59
2,3538,ON,Hastings and Prince Edward Counties Health Unit,Circonscription sanitaire des comtés de Hastings et Prince Edward,36,,,,144779,6581,6795,7268,7394,8067,8298,7544,7505,7513,8328,10364,12673,11905,10378,9289,6282,4381,4215,45.3,48.3,14671592243.3672,1030248.79200032,1587597240000,https://hpepublichealth.ca/the-novel-coronavirus-2019ncov/,e7c3696b-1ef1-45be-87dc-c0f6cf8b48cd,2020-04-22 21:15:59
3,3539,ON,Huron Perth Public Health Unit,Circonscription sanitaire du comté de Huron Perth,39,4,23,1122,136672,7636,7775,8082,8098,8788,8484,7173,7154,7188,7566,8799,10700,9905,8893,7319,5369,3812,3933,42.75,43.95,10703914978.043,505313.397656832,1587597300000,https://www.hpph.ca/en/health-matters/covid-19-in-huron-and-perth.aspx,b3413880-d660-43e0-b9e4-a327ef9812a8,2020-04-22 21:15:59
4,3540,ON,Chatham-Kent Health Unit,Circonscription sanitaire de Chatham-Kent,37,1,15,1155,105303,5260,5534,5959,6125,6308,6118,5640,5685,5408,6024,7071,8571,8304,7030,5993,4127,2990,3156,43.7,45.5,4677246433.74609,380729.77851018,1587597360000,https://ckphu.com/current-situation-in-chatham-kent-and-surrounding-areas/,afe08e09-8e88-47b9-b59a-ff67649ed91f,2020-04-22 21:15:59
5,3541,ON,"Kingston, Frontenac and Lennox and Addington Health Unit","Circonscription sanitaire de Kingston, Frontenac et Lennox et Addington",59,0,54,2954,206768,9349,9361,9770,9830,12903,16470,14908,13325,12155,12150,13629,16176,14361,12710,11036,7795,5242,5596,43.3,43.1,14227587907.9727,973283.835261994,1587597420000,https://www.kflaph.ca/en/healthy-living/novel-coronavirus.aspx,50f7da71-7eec-421a-8b99-a5fe028e141a,2020-04-22 21:15:59
6,3542,ON,Lambton Health Unit,Circonscription sanitaire de Lambton,150,14,62,1149,115985,5768,6003,6309,6327,7096,7297,6692,6343,6081,6386,7355,9011,9186,8108,6754,4615,3202,3452,43.7,45.1,5524806109.14453,531174.105212814,1587597420000,https://lambtonpublichealth.ca/2019-novel-coronavirus/,e99d80ec-adf9-430d-8f53-7b598301dd71,2020-04-22 21:15:59
7,3543,ON,"Leeds, Grenville and Lanark District Health Unit","Circonscription sanitaire du district de Leeds, Grenville et Lanark",279,39,,,153598,6934,7274,7756,8215,8578,8131,7317,7346,7639,9389,11435,13915,12878,11490,9868,6782,4326,4324,45.4,49.1,13416739104.1992,573199.45246924,1587597480000,https://healthunit.org/coronavirus/,76b4b133-0370-41c8-b224-d79176d97522,2020-04-22 21:15:59
8,3544,ON,Middlesex-London Health Unit,Circonscription sanitaire de Middlesex-London,343,23,155,,492971,25884,25931,26098,26740,34396,39284,36564,33114,30069,29052,31619,35856,31859,26581,22213,15626,10403,11682,41,39.8,6238902924.19531,445643.069442758,1587597600000,https://www.healthunit.com/novel-coronavirus,d5679110-d0f6-4117-b15f-d428f8a60e70,2020-04-22 21:15:59
9,6001,YT,Yukon,Yukon,11,0,8,878,39469,2063,2317,2023,2081,2458,2861,2923,3066,3030,2805,2518,2939,2932,2336,1437,894,438,348,39.8,39.9,2468405526215.15,9894475.57319035,1587597360000,https://yukon.ca/covid-19,7477eb99-72e4-4f79-9c98-70daf5dd9c81,2020-04-22 21:15:59
10,6101,NT,Northwest Territories,Territoires du Nord-Ouest,5,,5,1597,44078,3013,3162,3289,2413,3049,3663,3721,3561,3237,2773,2856,3342,2416,1579,838,568,339,259,35.4,34.6,8483915609249.05,71976911.2082409,1587590520000,https://www.hss.gov.nt.ca/en/services/coronavirus-disease-covid-19,e9785642-7570-488b-91cd-130b165f1459,2020-04-22 21:15:59
11,6201,NU,Nunavut,Nunavut,0,0,,485,37226,4145,3770,3399,2919,2969,3175,3088,2816,2149,2045,1895,1880,1342,770,478,234,86,66,29.3,27.2,22727133733356,311723888.125699,1587590460000,https://www.gov.nu.ca/health/information/covid-19-novel-coronavirus,e137c99d-1272-4c3f-8a1b-2faee23c73f9,2020-04-22 21:15:59
18,4831,AB,South Zone,South Zone,303,0,23,5452,326645,21810,21499,21272,20023,21129,22691,22548,22372,19972,18680,19037,22122,20774,16781,13385,9276,6377,6897,39.1,37.8,159545946574.836,2380370.13877675,1587597240000,https://www.alberta.ca/covid-19-alberta-data.aspx,025a4be2-0dc1-4481-bb88-132e6769db20,2020-04-22 21:15:59
19,4832,AB,Calgary Zone,Calgary Zone,2396,42,769,44941,1732180,104145,103488,100608,92863,103647,128867,149840,154242,135099,122493,110502,112498,100726,75514,55778,34742,22975,24153,38.4,37.7,99289313578.8438,2406830.60696015,1587597300000,https://www.alberta.ca/covid-19-alberta-data.aspx,0c5da256-0d28-4515-9202-821412ea145e,2020-04-22 21:15:59
20,4833,AB,Central Zone,Central Zone,79,1,68,9691,478882,31210,30843,30499,28674,29515,30992,32475,33631,30134,28345,29516,34660,31939,24907,19248,13524,9224,9546,39.5,38.8,257341161752.156,3040030.82410074,1587597300000,https://www.alberta.ca/covid-19-alberta-data.aspx,9da78c48-68d1-463f-b2a2-3a444a4cee56,2020-04-22 21:15:59
21,4834,AB,Edmonton Zone,Edmonton Zone,451,9,328,33958,1461422,90414,87208,81560,76210,91781,119624,133577,127071,106224,92274,87948,93829,84557,65392,48195,31077,21474,23007,38.3,37,32669088823.375,1161498.5159286,1587597360000,https://www.alberta.ca/covid-19-alberta-data.aspx,8fa6402e-b097-4310-8ff4-9a57a36cf185,2020-04-22 21:15:59
22,4835,AB,North Zone,North Zone,150,14,84,8580,463412,37154,33514,31237,28193,30379,34049,35139,36095,31548,28644,27840,30733,26809,19008,13521,8973,5590,4986,36.3,35.3,1486833335237.99,6554329.73167627,1587597420000,https://www.alberta.ca/covid-19-alberta-data.aspx,92669b3e-a222-4207-a09a-9a8c015f0b2c,2020-04-22 21:15:59
23,1307,NB,Zone 7 (Miramichi area),Zone 7 (région de Miramichi),2,,,448,42440,1727,1840,1974,2155,2297,2067,1682,1971,2375,2950,3311,3629,3663,3431,2853,1854,1300,1361,46.7,50.3,21596115275.4297,973352.739194016,1587577920000,https://www2.gnb.ca/content/gnb/en/departments/ocmoh/cdc/content/respiratory_diseases/coronavirus.html,44c853b6-503f-45ff-ad6e-f6de69e6f7cf,2020-04-22 21:15:59
24,2401,QC,Région du Bas-Saint-Laurent,Région du Bas-Saint-Laurent,34,1,,,196158,8578,9507,9244,8718,9107,10358,9714,10926,11272,10380,12114,16619,18203,16349,13577,9027,5863,6602,46.6,50.1,51023214470.1406,1500904.08885413,1587577200000,https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/,ed5b6a30-0f68-4599-a761-6dfb01797648,2020-04-22 21:15:59
25,2402,QC,Région du Saguenay—Lac-Saint-Jean,Région du Saguenay—Lac-Saint-Jean,249,14,,,276281,13045,13865,13639,12494,13729,15882,15043,17503,16796,14083,16837,23570,24971,20605,16876,11533,7706,8104,45.1,47.2,254061735341.527,3000149.77678577,1587577260000,https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/,eac3fc7e-71a2-4c8b-8ef7-adaedd272237,2020-04-22 21:15:59
26,2403,QC,Région de la Capitale-Nationale,Région de la Capitale-Nationale,647,34,,,700684,35093,36648,32632,29503,37651,49639,49048,50966,47027,40404,43353,51508,50793,44552,37710,27551,17227,19379,43.3,43.1,42395434675.1367,1345502.37548665,1587577320000,https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/,86c78678-676c-4e27-ba98-e40183335f49,2020-04-22 21:15:59
27,2404,QC,Région de la Mauricie et du Centre-du-Québec,Région de la Mauricie et du Centre-du-Québec,1046,72,,,518043,24111,26386,25198,23527,26519,30320,28206,31929,31223,27567,32852,41838,43321,38490,32533,22882,14468,16673,45.2,47.1,103413876591.223,2210870.45463688,1587577320000,https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/,e4efb474-f888-4d6e-89fa-6983b1854141,2020-04-22 21:15:59
28,2405,QC,Région de l'Estrie,Région de l'Estrie,797,23,,,513429,25088,27477,26750,25335,28076,31982,29601,31888,31094,28664,33147,39718,40153,36015,30728,21092,12873,13748,43.8,44.9,26081665593.9375,1099065.40038171,1587577380000,https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/,200a9a1f-cb75-41d6-ac40-2e77ebde21ea,2020-04-22 21:15:59
29,2406,QC,Région de Montréal,Région de Montréal,9856,647,,,1856818,99345,96921,87108,84221,125947,157264,154422,154412,139395,119855,115368,115249,103328,86829,72373,53895,40649,50237,40.6,39,956257056.152344,247870.831034787,1587577440000,https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/,8826f734-d4c3-4ec2-ac2f-5abd6c6ab2d4,2020-04-22 21:15:59
30,2407,QC,Région de l'Outaouais,Région de l'Outaouais,219,1,,,409421,21483,23533,22736,20949,23379,27266,26505,28016,27709,27226,28956,32164,29716,23743,18987,12392,7501,7160,41.4,42,71921385632.125,2091062.82246135,1587577440000,https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/,889faae9-4e01-437d-a948-5e32d396b03b,2020-04-22 21:15:59
31,2408,QC,Région de l'Abitibi-Témiscamingue,Région de l'Abitibi-Témiscamingue,148,3,,,148529,7806,8461,8128,7430,8516,9522,8758,9313,8890,8451,9984,12175,12084,9607,7663,5121,3257,3363,42.6,43.6,144028420355.098,2022226.80638227,1587577500000,https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/,cef3a9ff-5524-452d-bca9-43627fdf0611,2020-04-22 21:15:59
32,2409,QC,Région de la Côte-Nord,Région de la Côte-Nord,112,0,,,87447,4182,4647,4682,4365,4549,4953,4801,5353,5397,5429,6561,7521,7198,5781,4628,3211,2162,2027,43.7,45.7,694319177679.02,10667861.6763063,1587577500000,https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/,6f999911-9627-40ef-92aa-cd7fc9106c7a,2020-04-22 21:15:59
33,2410,QC,Région du Nord-du-Québec,Région du Nord-du-Québec,7,0,,,14642,800,790,800,759,761,929,952,1033,955,992,1088,1294,1154,835,652,404,273,171,41.5,42.6,911814094269.148,7393913.45762307,1587577500000,https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/situation-coronavirus-in-quebec/,17f34b76-8177-4eb1-a35b-e93ec778afc1,2020-04-22 21:15:59
34,3546,ON,Niagara Regional Area Health Unit,Circonscription sanitaire régionale de Niagara,405,34,154,,450816,20222,21510,22477,23766,28601,29626,26713,24434,24225,27071,32098,36055,33286,29095,25767,18603,12668,14601,44.2,45.7,3545058452.39844,318942.118927528,1587597660000,https://www.niagararegion.ca/health/covid-19/default.aspx,85032ec9-5a18-4a1a-8ca6-d21acefcd298,2020-04-22 21:15:59
35,3547,ON,North Bay Parry Sound District Health Unit,Circonscription sanitaire du district de North Bay Parry Sound,16,0,11,1211,128804,5678,5843,6031,6373,7073,7959,7372,6759,6622,7454,8980,11355,10566,9362,7985,5840,3881,3671,45.4,48.1,39516828702.4922,1806802.80998578,1587597720000,https://www.myhealthunit.ca/en/health-topics/coronavirus.asp,d8c2dedb-a9a7-4b62-9969-a6faaa1980a6,2020-04-22 21:15:59
36,3549,ON,Northwestern Health Unit,Circonscription sanitaire du Nord-Ouest,16,,12,986,74771,4901,5003,4857,4931,5144,5003,4402,4261,4139,4311,4639,5532,5189,4115,3207,2107,1521,1509,39.5,38.7,526131406273.582,3773240.60318343,1587577140000,https://www.nwhu.on.ca/covid19/Pages/home.aspx,abd0444e-e2a1-497c-8a75-e5b5762f0baa,2020-04-22 21:15:59
37,3551,ON,City of Ottawa Health Unit,Circonscription sanitaire de la ville d'Ottawa,943,32,338,,1019693,53921,53820,53387,54898,71834,83291,78433,71543,66877,65866,67112,73139,62947,51231,42680,28569,19340,20805,40.4,39.2,5843672476.95313,388217.078359734,1587597780000,https://www.ottawapublichealth.ca/en/public-health-topics/novel-coronavirus.aspx?utm_source=OPH&utm_medium=Home_Page_Banner&utm_campaign=Coronavirus&utm_content=Home_Page_Banner_OPH#Read-the-latest-statement,f46b61ab-19e1-4051-946e-32002768ddd0,2020-04-22 21:15:59
38,3553,ON,Peel Regional Health Unit,Circonscription sanitaire régionale de Peel,1963,64,216,,1553076,82363,87706,94723,99082,112245,117685,111890,111203,109376,106734,109538,107899,88973,71247,57420,38204,24940,21848,39,38.2,2424379930.0625,236282.874585966,1587597840000,http://www.peelregion.ca/coronavirus/#cases,58190c56-92ca-4e4e-ad24-fe885c550a82,2020-04-22 21:15:59
40,3555,ON,Peterborough County–City Health Unit,Circonscription sanitaire du comté et de la cité de Peterborough,59,1,38,2150,144237,6720,6794,6702,6658,8565,10185,9400,8053,7152,7733,9453,11452,11286,10012,8727,6173,4272,4900,44.8,46.2,8292254506.70703,413596.676660608,1587597900000,https://www.peterboroughpublichealth.ca/your-health/diseases-infections-immunization/diseases-and-infections/novel-coronavirus-2019-ncov/local-covid-19-status/,aa3f708b-2039-4eb3-992f-4df701806483,2020-04-22 21:15:59
